"Date","Provider_Org_code","Provider_name","total_complete","total_incomplete","median_wait_complete","median_wait_incomplete","twoweek_complete","twoweek_incomplete"
2017-11-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",29,14,1.34615384615385,0.875,0.793103448275862,0.714285714285714
2017-11-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",8,24,3,3,0.375,0.416666666666667
2017-11-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",2,11,0.5,1.1,1,0.909090909090909
2017-11-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",39,35,1.5,4.25,0.666666666666667,0.371428571428571
2017-11-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",20,15,1.6,0.833333333333333,0.7,0.8
2017-11-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",17,37,1.9375,3.07142857142857,0.529411764705882,0.27027027027027
2017-11-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",5,15,0.833333333333333,4.75,0.8,0.133333333333333
2017-12-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",23,17,1.58333333333333,12.0555555555556,0.608695652173913,0.117647058823529
2017-12-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",4,18,5,5,0,0.166666666666667
2017-12-01,"NQL","NAVIGO",1,4,1.5,4.5,1,0
2017-12-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",1,0,1.5,13,1,NA
2017-12-01,"R1C","SOLENT NHS TRUST",6,2,1,1.5,0.5,1
2017-12-01,"R1F","ISLE OF WIGHT NHS TRUST",1,1,1.5,4.5,1,0
2017-12-01,"R1L","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",26,10,1.23076923076923,1.25,0.884615384615385,0.8
2017-12-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",14,15,1.42857142857143,2.75,0.785714285714286,0.4
2017-12-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",1,1,1.5,1.5,1,1
2017-12-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",4,10,1.5,2,0.75,0.5
2017-12-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",1,15,0.5,5.5,1,0.4
2017-12-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",20,2,1.375,2,0.75,0.5
2017-12-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",9,5,1.1,1.25,1,0.8
2017-12-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",6,35,2,9.5,0.5,0.171428571428571
2017-12-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",11,3,1.16666666666667,1.5,0.727272727272727,0.666666666666667
2017-12-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",22,13,1.1,1.92857142857143,0.909090909090909,0.538461538461538
2017-12-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",6,24,1.6,9,0.833333333333333,0.208333333333333
2017-12-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",17,55,1.45,7.75,0.823529411764706,0.181818181818182
2017-12-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",6,2,0.75,0.5,0.833333333333333,1
2017-12-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",23,3,1.55,3.5,0.695652173913043,0
2017-12-01,"RPG","OXLEAS NHS FOUNDATION TRUST",13,11,1.4375,2.3,0.846153846153846,0.363636363636364
2017-12-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",13,15,0.928571428571429,2.5,0.846153846153846,0.4
2017-12-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",20,26,1.75,4,0.6,0.307692307692308
2017-12-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",7,23,1.75,4.3,0.571428571428571,0.304347826086957
2017-12-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",13,0,0.928571428571429,13,0.846153846153846,NA
2017-12-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",10,7,1,0.875,0.9,0.714285714285714
2017-12-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",23,149,5.625,6.53571428571429,0.217391304347826,0.161073825503356
2017-12-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",15,17,1.41666666666667,2.375,0.733333333333333,0.411764705882353
2017-12-01,"RTQ","2GETHER NHS FOUNDATION TRUST",12,5,1.25,1.75,0.75,0.6
2017-12-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",20,26,1.36363636363636,1.90909090909091,0.85,0.538461538461538
2017-12-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",27,25,1.11538461538462,3.16666666666667,0.925925925925926,0.48
2017-12-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",27,59,1.5,5.0625,0.777777777777778,0
2017-12-01,"RV9","HUMBER NHS FOUNDATION TRUST",16,4,0.888888888888889,2.33333333333333,0.9375,0.25
2017-12-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",37,19,1.53571428571429,2.875,0.675675675675676,0.31578947368421
2017-12-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",28,11,0.875,1.3125,0.928571428571429,1
2017-12-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",30,60,1.53846153846154,7,0.7,0.166666666666667
2017-12-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",35,47,3.125,3.91666666666667,0.342857142857143,0.234042553191489
2017-12-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",51,14,1.07142857142857,1.2,0.88235294117647,0.785714285714286
2017-12-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",15,45,1.375,2.70833333333333,0.666666666666667,0.311111111111111
2017-12-01,"RWV","DEVON PARTNERSHIP NHS TRUST",15,14,1.5,2,0.666666666666667,0.5
2017-12-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",6,0,2,13,0.5,NA
2017-12-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",34,12,0.894736842105263,1.71428571428571,0.764705882352941,0.666666666666667
2017-12-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",43,121,1.40625,3.9,0.72093023255814,0.322314049586777
2017-12-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",11,18,0.916666666666667,1.88888888888889,0.818181818181818,0.555555555555556
2017-12-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",19,21,2.0625,2.16666666666667,0.473684210526316,0.476190476190476
2017-12-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",11,1,1.7,8.5,0.636363636363636,0
2017-12-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",34,12,0.944444444444444,4,0.941176470588235,0.25
2017-12-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",22,6,1.54545454545455,1.66666666666667,0.727272727272727,0.666666666666667
2017-12-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",5,1,0.833333333333333,0.5,1,1
2017-12-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",33,27,1.5,1.45,0.757575757575758,0.703703703703704
2017-12-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",15,7,1.41666666666667,2.83333333333333,0.733333333333333,0.142857142857143
2017-12-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",11,14,1.5,0.875,0.818181818181818,0.714285714285714
2017-12-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",14,21,2.75,3.3,0.285714285714286,0.238095238095238
2017-12-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",5,7,0.625,0.5,1,1
2017-12-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",19,51,0.863636363636364,3.75,0.842105263157895,0.196078431372549
2017-12-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",19,10,1.60714285714286,2.5,0.789473684210526,0.3
2017-12-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",23,29,1.94444444444444,2.375,0.521739130434783,0.448275862068966
2017-12-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",2,11,3,3.375,0,0.181818181818182
2018-01-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",13,17,1.75,3.83333333333333,0.538461538461538,0.235294117647059
2018-01-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",5,16,2.5,7.5,0.4,0.25
2018-01-01,"NQL","NAVIGO",1,4,0.5,1,1,0.75
2018-01-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",2,0,1,13,1,NA
2018-01-01,"R1C","SOLENT NHS TRUST",10,3,2.25,1.5,0.4,0.666666666666667
2018-01-01,"R1F","ISLE OF WIGHT NHS TRUST",2,1,0.5,5.5,1,0
2018-01-01,"R1L","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",22,25,1.22222222222222,0.892857142857143,0.818181818181818,0.68
2018-01-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",25,13,1.375,1.125,0.8,0.769230769230769
2018-01-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",3,1,1.25,1.5,1,1
2018-01-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",13,20,1.5625,1.5,0.769230769230769,0.7
2018-01-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",2,20,1,4,0.5,0.4
2018-01-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",15,9,1.07142857142857,0.75,0.933333333333333,0.777777777777778
2018-01-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",6,11,1,0.785714285714286,0.666666666666667,0.909090909090909
2018-01-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",15,25,3.25,12.0384615384615,0.4,0.28
2018-01-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",10,2,1,2.5,0.7,0
2018-01-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",20,19,1.55555555555556,1.64285714285714,0.7,0.631578947368421
2018-01-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",8,21,1.66666666666667,12.0454545454545,0.625,0.285714285714286
2018-01-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",22,38,1.36363636363636,5,0.818181818181818,0.421052631578947
2018-01-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",9,2,0.642857142857143,0.5,1,1
2018-01-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",31,3,1.38888888888889,2.25,0.67741935483871,0.333333333333333
2018-01-01,"RPG","OXLEAS NHS FOUNDATION TRUST",10,9,1.83333333333333,1.75,0.6,0.555555555555556
2018-01-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",12,22,1.66666666666667,1.25,0.583333333333333,0.636363636363636
2018-01-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",32,30,1.75,2.2,0.625,0.466666666666667
2018-01-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",7,30,3.5,2.8,0.285714285714286,0.366666666666667
2018-01-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",16,0,0.8,13,0.8125,NA
2018-01-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",9,9,1.75,0.5,0.555555555555556,1
2018-01-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",24,187,5,5.88461538461538,0.25,0.165775401069519
2018-01-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",14,30,1.33333333333333,2.2,0.785714285714286,0.433333333333333
2018-01-01,"RTQ","2GETHER NHS FOUNDATION TRUST",5,7,3.5,0.7,0.4,0.857142857142857
2018-01-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",23,41,1.36666666666667,1.1875,0.91304347826087,0.658536585365854
2018-01-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",37,28,1.275,2,0.891891891891892,0.5
2018-01-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",32,49,1.81818181818182,6.25,0.5625,0
2018-01-01,"RV9","HUMBER NHS FOUNDATION TRUST",19,5,0.95,2.5,0.947368421052632,0.2
2018-01-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",37,18,1.26923076923077,2,0.756756756756757,0.5
2018-01-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",38,13,1,0.65,0.842105263157895,0.846153846153846
2018-01-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",27,56,1.875,3.66666666666667,0.555555555555556,0.392857142857143
2018-01-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",39,52,2.91666666666667,8.33333333333333,0.358974358974359,0.0384615384615385
2018-01-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",55,25,0.597826086956522,0.833333333333333,0.963636363636364,0.84
2018-01-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",22,46,1.88888888888889,1.76923076923077,0.545454545454545,0.565217391304348
2018-01-01,"RWV","DEVON PARTNERSHIP NHS TRUST",19,12,2.5,0.857142857142857,0.421052631578947,0.75
2018-01-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",12,3,1.44444444444444,0.75,0.916666666666667,1
2018-01-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",16,15,1.125,0.75,0.9375,0.933333333333333
2018-01-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",43,132,1.64285714285714,1.88235294117647,0.558139534883721,0.515151515151515
2018-01-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",23,19,1.35,0.791666666666667,0.782608695652174,0.894736842105263
2018-01-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",16,20,1.375,2,0.8125,0.5
2018-01-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",16,1,1.66666666666667,7.5,0.625,0
2018-01-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",19,24,0.678571428571429,0.8,0.894736842105263,0.75
2018-01-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",15,17,1.27777777777778,1.125,0.933333333333333,0.705882352941177
2018-01-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",4,0,1,13,1,NA
2018-01-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",34,53,1.42105263157895,0.913793103448276,0.823529411764706,0.792452830188679
2018-01-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",18,9,1.5,0.75,0.666666666666667,0.888888888888889
2018-01-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",16,15,1.375,1.375,0.8125,0.666666666666667
2018-01-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",13,34,0.928571428571429,5,0.615384615384615,0.205882352941176
2018-01-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",11,2,0.785714285714286,0.5,0.909090909090909,1
2018-01-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",26,41,3.33333333333333,4.5,0.384615384615385,0.268292682926829
2018-01-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",18,9,1.5,0.9,0.722222222222222,0.777777777777778
2018-01-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",22,22,3.75,2,0.227272727272727,0.5
2018-01-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",9,9,1.75,0.9,0.555555555555556,0.888888888888889
2018-02-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",15,21,1.125,3.5,0.733333333333333,0.285714285714286
2018-02-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",1,14,2.5,9,0,0.142857142857143
2018-02-01,"NQL","NAVIGO",5,0,0.833333333333333,13,0.8,NA
2018-02-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",3,0,1.25,13,1,NA
2018-02-01,"R1C","SOLENT NHS TRUST",6,2,1,0.5,0.833333333333333,1
2018-02-01,"R1F","ISLE OF WIGHT NHS TRUST",3,0,1.25,13,1,NA
2018-02-01,"R1L","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",28,20,0.823529411764706,1.55555555555556,0.892857142857143,0.7
2018-02-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",16,11,1.22222222222222,1.16666666666667,0.9375,0.727272727272727
2018-02-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",1,0,1.5,13,1,NA
2018-02-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",3,7,1.25,1.75,1,0.571428571428571
2018-02-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",4,21,1,8.5,0.5,0.19047619047619
2018-02-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",16,7,1.27272727272727,0.875,1,0.571428571428571
2018-02-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",15,6,1.16666666666667,2,1,0.5
2018-02-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",20,16,1.66666666666667,8,0.6,0.375
2018-02-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",4,8,1.66666666666667,2,0.75,0.5
2018-02-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",26,15,1.9,1.83333333333333,0.538461538461538,0.533333333333333
2018-02-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",8,26,1.66666666666667,7,0.625,0.153846153846154
2018-02-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",14,37,1.36363636363636,8.75,1,0.216216216216216
2018-02-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",9,2,0.642857142857143,1,1,1
2018-02-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",25,4,0.892857142857143,2,0.84,0.5
2018-02-01,"RPG","OXLEAS NHS FOUNDATION TRUST",10,4,1.66666666666667,8,0.7,0.25
2018-02-01,"RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST",19,38,3.125,4,0.421052631578947,0.236842105263158
2018-02-01,"RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST",25,19,1.57692307692308,2.75,0.72,0.421052631578947
2018-02-01,"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",8,21,2,6.5,0.5,0.285714285714286
2018-02-01,"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",16,0,1.33333333333333,13,0.875,NA
2018-02-01,"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST",13,7,0.722222222222222,0.7,1,0.857142857142857
2018-02-01,"RT2","PENNINE CARE NHS FOUNDATION TRUST",27,159,3.25,7.65384615384615,0.259259259259259,0.157232704402516
2018-02-01,"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST",24,18,1.625,3,0.75,0.388888888888889
2018-02-01,"RTQ","2GETHER NHS FOUNDATION TRUST",7,5,1.83333333333333,0.833333333333333,0.571428571428571,0.6
2018-02-01,"RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST",33,26,1.5,1.66666666666667,0.787878787878788,0.538461538461538
2018-02-01,"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST",21,17,1.13636363636364,1.5,0.952380952380952,0.588235294117647
2018-02-01,"RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST",25,40,1.68181818181818,6.2,0.64,0
2018-02-01,"RV9","HUMBER NHS FOUNDATION TRUST",15,4,1.16666666666667,1,1,0.75
2018-02-01,"RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST",28,32,1.35294117647059,2.61111111111111,0.892857142857143,0.15625
2018-02-01,"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST",32,14,0.761904761904762,1,0.9375,0.857142857142857
2018-02-01,"RW4","MERSEY CARE NHS FOUNDATION TRUST",30,30,1.6875,5.5,0.666666666666667,0.333333333333333
2018-02-01,"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST",40,56,2.25,2.4,0.475,0.428571428571429
2018-02-01,"RWK","EAST LONDON NHS FOUNDATION TRUST",55,25,0.785714285714286,0.735294117647059,0.909090909090909,0.8
2018-02-01,"RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",19,43,1.625,1.95833333333333,0.736842105263158,0.511627906976744
2018-02-01,"RWV","DEVON PARTNERSHIP NHS TRUST",15,11,1.3,0.6875,0.733333333333333,0.727272727272727
2018-02-01,"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST",7,0,1.3,13,1,NA
2018-02-01,"RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST",27,11,0.964285714285714,0.6875,0.851851851851852,0.909090909090909
2018-02-01,"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",39,116,1.34375,3.1,0.769230769230769,0.379310344827586
2018-02-01,"RX4","NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",26,24,1.3125,1.81818181818182,0.923076923076923,0.583333333333333
2018-02-01,"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST",14,19,1.33333333333333,0.791666666666667,0.642857142857143,0.736842105263158
2018-02-01,"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",11,1,1.5,2.5,0.818181818181818,0
2018-02-01,"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST",39,29,0.975,1.125,0.923076923076923,0.620689655172414
2018-02-01,"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST",18,16,1.2,1.25,0.944444444444444,0.875
2018-02-01,"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST",3,4,0.5,0.5,1,1
2018-02-01,"RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST",41,52,1.76666666666667,0.962962962962963,0.585365853658537,0.673076923076923
2018-02-01,"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST",19,11,1.375,1.125,0.894736842105263,0.818181818181818
2018-02-01,"RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST",17,14,0.944444444444444,0.875,0.941176470588235,0.714285714285714
2018-02-01,"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST",15,42,1.41666666666667,5.5,0.733333333333333,0.238095238095238
2018-02-01,"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST",9,1,0.9,0.5,0.888888888888889,1
2018-02-01,"TAD","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST",28,30,1.28571428571429,7,0.678571428571429,0.2
2018-02-01,"TAF","CAMDEN AND ISLINGTON NHS FOUNDATION TRUST",19,13,1.54166666666667,1.16666666666667,0.789473684210526,0.692307692307692
2018-02-01,"TAH","SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST",27,17,2.75,1.25,0.444444444444444,0.588235294117647
2018-02-01,"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST",9,11,1.375,2.125,0.777777777777778,0.454545454545455
2018-03-01,"NHV","COMMUNITY LINKS (NORTHERN) LTD",16,19,1,7.25,0.6875,0.105263157894737
2018-03-01,"NKD","THE YOUTH ENQUIRY SERVICE (PLYMOUTH) LTD",6,21,9,2.5,0,0.380952380952381
2018-03-01,"NQL","NAVIGO",7,0,0.583333333333333,13,1,NA
2018-03-01,"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST",3,1,1.5,0.5,1,1
2018-03-01,"R1C","SOLENT NHS TRUST",2,2,1,1,1,0.5
2018-03-01,"R1F","ISLE OF WIGHT NHS TRUST",2,0,1,13,1,NA
2018-03-01,"R1L","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST",27,20,1.32142857142857,2.25,0.851851851851852,0.45
2018-03-01,"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST",21,12,1.54166666666667,2,0.761904761904762,0.5
2018-03-01,"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST",0,0,13,13,NA,NA
2018-03-01,"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST",5,1,0.5,1.5,1,1
2018-03-01,"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST",1,25,12.5,5.75,0,0.24
2018-03-01,"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST",10,15,2,1.9,0.5,0.533333333333333
2018-03-01,"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST",10,7,0.714285714285714,1.5,0.9,0.571428571428571
2018-03-01,"RKL","WEST LONDON MENTAL HEALTH NHS TRUST",18,14,1.54545454545455,12.125,0.777777777777778,0.214285714285714
2018-03-01,"RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST",7,12,1.83333333333333,1.8,0.571428571428571,0.583333333333333
2018-03-01,"RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST",25,11,1.92857142857143,1.5,0.52,0.545454545454545
2018-03-01,"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST",11,36,1.875,5,0.545454545454545,0.25
2018-03-01,"RNU","OXFORD HEALTH NHS FOUNDATION TRUST",20,38,1.46153846153846,4,0.85,0.31578947368421
2018-03-01,"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST",4,2,1,0.5,1,1
2018-03-01,"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST",30,9,0.833333333333333,2.25,0.833333333333333,0.444444444444444
